claim_id,company,ticker,call_date,fiscal_period,claim_type,speaker_name,verbatim_quote,summary,horizon_raw,horizon_end_date,verdict,grader,reasoning
AMZN_20220428_ce93fdbf,"Amazon.com, Inc.",AMZN,2022-04-28,Q1 2022,capital_allocation,Brian Olsavsky,"For full year 2022, we do expect infrastructure spend to grow year-over-year, in large part to support the rapid growth and innovation we're seeing within AWS.",Management expects infrastructure spend to grow year over year in full year 2022.,full year 2022,2022-12-31,not_yet_resolvable,autochecker,"The post-call capex values for Q2-Q4 2022 sum to $48,694M. Including the pre-call Q1 2022 capex shown in the base period ($14,951M), full-year 2022 capex would be $63,645M. However, to test the stated full-year year-over-year direction, the needed full-year 2021 baseline requires Q1 2021 capex, which is not present in the panel. The available Q2-Q4 2021 baseline sums to $48,971M, but that is not a full-year comparison. Therefore the full-year YoY growth claim cannot be resolved from the provided rows."
AMZN_20220428_bff4a7f7,"Amazon.com, Inc.",AMZN,2022-04-28,Q1 2022,capital_allocation,Brian Olsavsky,we expect fulfillment dollars spent on capital projects to be lower in 2022 versus the prior year.,Management expects fulfillment capital project spending to be lower in 2022 than in the prior year.,2022,2022-12-31,verified,autochecker,"Using capx_q as the available proxy for capital-project spending, post-call 2022 capex for Q2-Q4 totaled $48,694M (15,724 + 16,378 + 16,592). The comparable prior-year Q2-Q4 2021 total from the base period was $48,971M (14,288 + 15,748 + 18,935). Realized spending was therefore lower by $277M, or about -0.6%, matching the claim’s directional expectation of lower 2022 spending versus the prior year for the post-call quarters. Note that Compustat capx_q is total capital expenditures, not fulfillment-specific capex."
AMZN_20220728_c0455787,"Amazon.com, Inc.",AMZN,2022-07-28,Q2 2022,capital_allocation,Brian Olsavsky,"For full year 2022, we do expect to spend slightly more on capital investments than last year",Management expects full year 2022 capital investments to be slightly higher than last year.,full year 2022,2022-12-31,not_yet_resolvable,autochecker,"The post-call capex evidence within the horizon is Q3 2022 capx_q = $16,378M and Q4 2022 capx_q = $16,592M, totaling $32,970M for the post-call half. Including the pre-call 2022 quarters shown, full-year 2022 capex would be $63,645M. However, the claim compares full-year 2022 capital investments to full-year 2021, and the panel does not include Q1 or Q2 2021 capx_q, so the realised full-year 2021 baseline cannot be computed from the provided data. The available Q3+Q4 2021 figures are only a partial prior-year baseline and cannot resolve the full-year claim."
AMZN_20220728_68512282,"Amazon.com, Inc.",AMZN,2022-07-28,Q2 2022,capital_allocation,Brian Olsavsky,We expect technology infrastructure spend to grow year-over-year,Management expects technology infrastructure spending to grow year over year in 2022.,full year 2022,2022-12-31,contradicted,autochecker,"Using capx_q as the proxy for technology infrastructure spending, the post-call 2022 quarters totaled $32,970M in Q3+Q4 2022 versus $34,683M in the same quarters of 2021, a decline of $1,713M or -4.9% year over year. At the individual-quarter level, Q3 2022 increased versus Q3 2021 (+4.0%), but Q4 2022 decreased versus Q4 2021 (-12.4%). Overall for the post-call horizon through 2022-12-31, the realised direction was down, not up as claimed."
AMZN_20220728_05d417a8,"Amazon.com, Inc.",AMZN,2022-07-28,Q2 2022,capital_allocation,Brian Olsavsky,We expect the fulfillment and transportation dollars spent on capital projects to be lower in 2022 versus the prior year.,Management expects fulfillment and transportation capital project spending to be lower in 2022 than in the prior year.,2022,2022-12-31,verified,autochecker,"Using total Compustat capital expenditures as the available proxy, post-call capx_q was $16.378B in 2022 Q3 and $16.592B in 2022 Q4, totaling $32.970B for the post-call half. The comparable prior-year quarters in the provided baseline were $15.748B in 2021 Q3 and $18.935B in 2021 Q4, totaling $34.683B. Thus realised post-call capex was lower by $1.713B, or about 4.9%, versus the comparable prior-year period. This matches the claimed direction of lower 2022 capital-project spending, though Compustat capx_q is total capex rather than specifically fulfillment and transportation projects."
AMZN_20220728_ba5fe6df,"Amazon.com, Inc.",AMZN,2022-07-28,Q2 2022,numerical_guidance,Brian Olsavsky,Our third quarter operating income guidance range is $0 to $3.5 billion.,Management guides for third quarter operating income of $0 to $3.5 billion.,third quarter,2022-09-30,verified,autochecker,"The relevant realised Q3 2022 operating income after depreciation (oiadpq) was $2,690 million, i.e. $2.69 billion. Management guided for Q3 operating income of $0 to $3.5 billion. The realised $2.69 billion falls within the guided range."
AMZN_20220728_43f16e49,"Amazon.com, Inc.",AMZN,2022-07-28,Q2 2022,numerical_guidance,Brian Olsavsky,the ops improvement that we see of $1.5 billion,Management expects $1.5 billion of operations improvement from Q2 to Q3.,Q2 to Q3,2023-06-30,contradicted,autochecker,"Management's claim implies operating income after D&A would improve by about $1.5 billion from Q2 2022 to Q3 2022. Actual oiadpq fell from $3.407 billion in Q2 2022 to $2.690 billion in Q3 2022, a change of -$0.717 billion. This is the opposite direction from the claimed +$1.5 billion improvement."
AMZN_20221027_30e843f3,"Amazon.com, Inc.",AMZN,2022-10-27,Q3 2022,capital_allocation,Brian Olsavsky,"For the full year 2022, we expect to incur approximately $60 billion in capital investments, which is broadly in line with what we spent in 2021.",Management expects to incur approximately $60 billion in capital investments for full year 2022.,the full year 2022,2022-12-31,verified,autochecker,"The post-call quarter needed to complete FY2022 shows capx_q of $16.592B. Adding this to the already-reported FY2022 Q1-Q3 capital expenditures shown in the base period ($14.951B + $15.724B + $16.378B) gives realised FY2022 capx of $63.645B. Management claimed approximately $60B; the realised value is about $3.645B higher, or 6.1% above the claim, which is within a reasonable ~10% tolerance for an approximate forecast."
AMZN_20221027_1837904e,"Amazon.com, Inc.",AMZN,2022-10-27,Q3 2022,capital_allocation,Brian Olsavsky,an estimated reduction in fulfillment and transportation capital investments of approximately $10 billion compared to last year,Management estimates fulfillment and transportation capital investments will be reduced by approximately $10 billion compared to last year.,the full year 2022,2022-12-31,partially_verified,autochecker,"Using Compustat capx_q as the closest available proxy, Q4 2022 capital expenditures were $16.592B versus $18.935B in Q4 2021, a reduction of $2.343B. The claim called for an approximately $10B reduction compared to last year. The realised reduction is in the right direction but only about 23% of the claimed amount, well outside a ~10% tolerance. Also, Compustat capx_q is total capital expenditures, not fulfillment-and-transportation-specific capital investments."
AMZN_20221027_e39894b5,"Amazon.com, Inc.",AMZN,2022-10-27,Q3 2022,capital_allocation,Brian Olsavsky,"an approximately $10 billion year-over-year increase in technology infrastructure, primarily to support the rapid growth, innovation and continued expansion of our AWS footprint.",Management expects an approximately $10 billion year-over-year increase in technology infrastructure investment.,the full year 2022,2022-12-31,contradicted,autochecker,"Using Compustat capx_q as the available proxy for technology infrastructure investment, Q4 2022 capital expenditures were $16.592B versus $18.935B in Q4 2021. The realised year-over-year change was therefore -$2.343B, not an approximately +$10B increase. This is opposite in direction to the claim."
AMZN_20230427_3a453594,"Amazon.com, Inc.",AMZN,2023-04-27,Q1 2023,capital_allocation,Brian Olsavsky,"For the full year 2023, we expect capital investments to be lower than our $59 billion investment level in 2022",Management expects 2023 capital investments to be lower than the $59 billion invested in 2022.,the full year 2023,2023-12-31,verified,autochecker,"The relevant post-call capital expenditures were $11.455B in Q2 2023, $12.479B in Q3 2023, and $14.588B in Q4 2023, totaling $38.522B for the post-call portion of 2023. Including the already-reported Q1 2023 capx of $14.207B from the pre-call base period, full-year 2023 capx was $52.729B. This is below the claimed comparison level of $59B for 2022 by $6.271B, or about 10.6%. The direction of the claim—2023 capital investments lower than 2022—is realized."
AMZN_20230803_ebb5d68e,"Amazon.com, Inc.",AMZN,2023-08-03,Q2 2023,capital_allocation,Brian Olsavsky,"Looking ahead to the full year 2023, we expect capital investments to be slightly more than $50 billion compared to $59 billion in 2022.",Management expects capital investments to be slightly more than $50 billion for full year 2023.,the full year 2023,2023-12-31,verified,autochecker,"Full-year 2023 capital expenditures were $52.729 billion, computed as Q1 $14.207B + Q2 $11.455B + Q3 $12.479B + Q4 $14.588B. Management claimed capital investments would be slightly more than $50 billion. The realised amount was $2.729B, or about 5.5%, above $50B, which is consistent with 'slightly more than $50 billion.'"
AMZN_20231026_e9883da4,"Amazon.com, Inc.",AMZN,2023-10-26,Q3 2023,capital_allocation,Brian Olsavsky,"For the full year 2023, we expect capital investments to be approximately $50 billion",Management expects full year 2023 capital investments to be approximately $50 billion.,the full year 2023,2023-12-31,verified,autochecker,"The only post-call quarter needed to close the 2023 full-year capital investment figure is Q4 2023 capx_q of $14,588M. Adding this to the already-reported 2023 Q1-Q3 capx_q amounts shown in the base period ($14,207M + $11,455M + $12,479M) gives realised full-year 2023 capital investments of $52,729M, or about $52.7B. Management claimed approximately $50B; the realised amount was about $2.7B higher, a 5.5% difference, which is within the ~10% tolerance for an approximate magnitude claim."
AMZN_20240201_0114a63e,"Amazon.com, Inc.",AMZN,2024-02-01,Q4 2023,capital_allocation,Brian Olsavsky,"As we look forward to 2024, we anticipate CapEx to increase year-over-year primarily driven by increased infrastructure CapEx to support growth of our AWS business, including additional investments in generative AI and large language models.","Management expects capital expenditures to increase year over year in 2024, driven primarily by infrastructure CapEx for AWS, generative AI and large language models.",2024,2024-12-31,verified,autochecker,"Management claimed 2024 CapEx would increase year over year. Realized 2024 quarterly CapEx summed to $82,999M (14,925 + 17,620 + 22,620 + 27,834). The 2023 baseline summed to $52,729M (14,207 + 11,455 + 12,479 + 14,588). Thus 2024 CapEx increased by $30,270M, or about 57.4% year over year. This matches the claimed direction of an increase."
AMZN_20240201_04544367,"Amazon.com, Inc.",AMZN,2024-02-01,Q4 2023,capital_allocation,Brian Olsavsky,CapEx will go up in 2024.,Management expects CapEx to increase in 2024.,2024,2024-12-31,verified,autochecker,"Management claimed CapEx would go up in 2024. Realized 2024 CapEx was 14,925 + 17,620 + 22,620 + 27,834 = 82,999 million. The 2023 baseline total was 14,207 + 11,455 + 12,479 + 14,588 = 52,729 million. Thus CapEx increased by 30,270 million, or about 57.4%, so the direction of the claim was correct."
AMZN_20240201_ab15bc5e,"Amazon.com, Inc.",AMZN,2024-02-01,Q4 2023,capital_allocation,Brian Olsavsky,"we do expect CapEx to rise as we add capacity in AWS for region expansions, but primarily the work we're doing with generative AI projects.",Management expects CapEx to rise as Amazon adds AWS capacity for region expansions and generative AI projects.,2024,2024-12-31,verified,autochecker,"Management claimed CapEx would rise. Realized post-call CapEx was $14.925B in Q1 2024, $17.620B in Q2, $22.620B in Q3, and $27.834B in Q4, totaling $82.999B for 2024. Compared with the pre-call 2023 full-year baseline of $52.729B, CapEx increased by $30.270B, or about 57.4%. The direction is clearly upward, matching the claim."
AMZN_20240430_7648b5e3,"Amazon.com, Inc.",AMZN,2024-04-30,Q1 2024,capital_allocation,Andrew Jassy,We expect the combination of AWS' reaccelerating growth and high demand for gen AI to meaningfully increase year-over-year capital expenditures in 2024,Management expects AWS growth and gen AI demand to meaningfully increase year-over-year capital expenditures in 2024.,2024,2024-12-31,verified,autochecker,"Management claimed 2024 capital expenditures would increase year over year. In the post-call quarters, capex was $17,620M in 2024 Q2 versus $11,455M in 2023 Q2 (+53.8%), $22,620M in 2024 Q3 versus $12,479M in 2023 Q3 (+81.3%), and $27,834M in 2024 Q4 versus $14,588M in 2023 Q4 (+90.8%). Across the post-call Q2-Q4 period, capex totaled $68,074M versus $38,522M in the same 2023 quarters, a +76.7% year-over-year increase. This matches the claimed direction and is clearly meaningful."
AMZN_20240430_a439fd21,"Amazon.com, Inc.",AMZN,2024-04-30,Q1 2024,capital_allocation,Brian Olsavsky,"We anticipate our overall capital expenditures to meaningfully increase year-over-year in 2024, primarily driven by higher infrastructure CapEx to support growth in AWS, including generative AI.","Management anticipates overall capital expenditures will meaningfully increase year over year in 2024, primarily due to higher infrastructure CapEx for AWS growth and generative AI.",2024,2024-12-31,verified,autochecker,"The post-call 2024 capex quarters all increased year over year: Q2 2024 capx_q was $17,620M versus $11,455M in Q2 2023; Q3 2024 was $22,620M versus $12,479M; and Q4 2024 was $27,834M versus $14,588M. Across the post-call Q2-Q4 period, capex totaled $68,074M versus $38,522M in the same 2023 quarters, an increase of $29,552M, or about 76.7%. This matches management's directional claim that overall 2024 capital expenditures would meaningfully increase year over year."
AMZN_20240430_16050d4d,"Amazon.com, Inc.",AMZN,2024-04-30,Q1 2024,capital_allocation,Brian Olsavsky,We expect that to be the low quarter for the year.,Management expects Q1 2024 CapEx to be the lowest quarterly CapEx for the year.,for the year,2024-12-31,verified,autochecker,"The claim was that Q1 2024 CapEx would be the low quarter for 2024. Q1 2024 CapEx was $14,925M, and the post-call realised quarters were Q2 $17,620M, Q3 $22,620M, and Q4 $27,834M. Each subsequent quarter was higher than Q1, so Q1 was indeed the lowest quarterly CapEx for the year."
AMZN_20240430_1663423a,"Amazon.com, Inc.",AMZN,2024-04-30,Q1 2024,capital_allocation,Brian Olsavsky,"We are, again, still anticipating higher CapEx this year.",Management is still anticipating higher CapEx this year.,this year,2024-12-31,verified,autochecker,"Post-call CapEx for the remaining 2024 quarters was $17,620M in Q2, $22,620M in Q3, and $27,834M in Q4, totaling $68,074M. The comparable pre-call baseline quarters in 2023 were Q2-Q4 CapEx of $11,455M, $12,479M, and $14,588M, totaling $38,522M. Realized CapEx for the post-call portion of 2024 was therefore higher by $29,552M, or about +76.7%, matching management's directional claim of higher CapEx this year."
AMZN_20240430_2a855311,"Amazon.com, Inc.",AMZN,2024-04-30,Q1 2024,capital_allocation,Brian Olsavsky,"And since then and then through this year, we'll pay that down over $25 billion.",Management says it will pay down over $25 billion of debt from the prior high watermark through this year.,through this year,2024-12-31,contradicted,autochecker,"Using long-term debt reduction (dltr_q) in the post-call period through 2024 year-end, Amazon reduced debt by $4.786B + $2.663B + $3.255B = $10.704B. The claim was for paying down over $25B of debt through the year. The realised post-call paydown is only about 43% of $25B, well below the stated magnitude and outside tolerance."
AMZN_20240430_3436c183,"Amazon.com, Inc.",AMZN,2024-04-30,Q1 2024,numerical_guidance,Brian Olsavsky,Net sales are expected to be between $144 billion and $149 billion,Management expects Q2 net sales to be between $144 billion and $149 billion.,Q2,2024-06-30,verified,autochecker,"Management guided Q2 2024 net sales to be between $144 billion and $149 billion. Compustat reported saleq of $147,977 million for 2024-06-30, i.e. $147.977 billion. This falls within the guided range."
AMZN_20240430_c5ceed06,"Amazon.com, Inc.",AMZN,2024-04-30,Q1 2024,numerical_guidance,Brian Olsavsky,or to grow between 7% and 11% compared with the second quarter of 2023.,Management expects Q2 net sales to grow between 7% and 11% compared with the second quarter of 2023.,Q2,2024-06-30,verified,autochecker,"Q2 2024 net sales (saleq) were $147,977M. Compared with the Q2 2023 baseline of $134,383M, realised growth was (147,977 - 134,383) / 134,383 = 10.1%. This falls within management's guided range of 7% to 11% growth."
AMZN_20240430_e7e375f8,"Amazon.com, Inc.",AMZN,2024-04-30,Q1 2024,numerical_guidance,Brian Olsavsky,Operating income is expected to be between $10 billion and $14 billion in Q2.,Management expects Q2 operating income to be between $10 billion and $14 billion.,Q2,2024-06-30,verified,autochecker,"For Q2 2024, Compustat operating income after D&A (oiadpq) was $14,769 million, or $14.769 billion. Management guided Q2 operating income to be between $10 billion and $14 billion. The realised value was slightly above the top end by $0.769 billion, about 5.5% above the $14 billion upper bound, which is within the reasonable tolerance for magnitude guidance."
AMZN_20240801_ba28088e,"Amazon.com, Inc.",AMZN,2024-08-01,Q2 2024,capital_allocation,Brian Olsavsky,"Looking ahead to the rest of 2024, we expect capital investments to be higher in the second half of the year.",Management expects capital investments to be higher in the second half of 2024.,the second half of the year,2024-12-31,verified,autochecker,"Management claimed capital investments would be higher in the second half of 2024. Realized post-call capex was $22,620M in Q3 2024 and $27,834M in Q4 2024, totaling $50,454M for H2 2024. The first half baseline was $14,925M in Q1 plus $17,620M in Q2, totaling $32,545M. Thus H2 capex was higher than H1 by $17,909M, or about 55.0%, matching the claimed direction."
AMZN_20241031_ed3213d5,"Amazon.com, Inc.",AMZN,2024-10-31,Q3 2024,capital_allocation,Brian Olsavsky,We expect to spend approximately $75 billion in CapEx in 2024.,Management expects Amazon to spend approximately $75 billion in CapEx in 2024.,2024,2024-12-31,partially_verified,autochecker,"Amazon's reported Q4 2024 capital expenditures were $27.834 billion. Adding the already reported 2024 Q1-Q3 capex from the pre-call quarters ($14.925B + $17.620B + $22.620B) gives realised full-year 2024 capex of $82.999 billion. Management claimed approximately $75 billion, so actual capex was about $8.0 billion higher, or 10.7% above the claim. This is directionally close but just outside the ~10% magnitude tolerance."
AMZN_20241031_27c8c085,"Amazon.com, Inc.",AMZN,2024-10-31,Q3 2024,capital_allocation,Andrew Jassy,"As Brian said in his opening comments, we expect to spend about $75 billion in 2024.",Management expects Amazon to spend about $75 billion in 2024.,2024,2024-12-31,partially_verified,autochecker,"Using capx_q as the spending proxy, Amazon's 2024 quarterly capex was $14.925B in Q1, $17.620B in Q2, $22.620B in Q3, and $27.834B in the post-call Q4, for a realised full-year 2024 total of $82.999B. Management claimed about $75B. The realised amount was $7.999B higher, or about 10.7% above the claim, which is slightly outside the ~10% magnitude tolerance but directionally close."
AMZN_20241031_6a5c3390,"Amazon.com, Inc.",AMZN,2024-10-31,Q3 2024,capital_allocation,Andrew Jassy,I suspect we'll spend more than that in 2025.,Management suspects Amazon will spend more in 2025 than the roughly $75 billion expected for 2024.,2025,2025-12-31,verified,autochecker,"Using quarterly capital expenditures as the relevant spending measure, Amazon's 2025 capex totaled $131.819 billion: $25.019B + $32.183B + $35.095B + $39.522B. The claim was that 2025 spending would be more than roughly $75B. The realized 2025 amount was well above that threshold, by about $56.819B, or roughly 76%."
AMZN_20250206_0825ff39,"Amazon.com, Inc.",AMZN,2025-02-06,Q4 2024,capital_allocation,Brian Olsavsky,we think that run rate will be reasonably representative of our 2025 capital investment rate.,Management expects Amazon's fourth-quarter capital investment run rate to be reasonably representative of its 2025 capital investment rate.,2025,2025-12-31,partially_verified,autochecker,"Management's referenced fourth-quarter 2024 capital investment run rate was capx_q of $27.834B, or $111.336B annualized. Realized 2025 capx_q totaled $131.819B across the four quarters, equivalent to an average quarterly rate of $32.955B. That is about 18.4% above the Q4 2024 run rate. The direction is broadly consistent with Q4 being a rough indicator of elevated 2025 capital investment, but the realized magnitude is outside the ~10% tolerance for a magnitude claim, though not off by more than 25%."
AMZN_20250206_897f17ae,"Amazon.com, Inc.",AMZN,2025-02-06,Q4 2024,capital_allocation,Brian Olsavsky,"Additionally, we're continuing to invest in capacity for our fulfillment and transportation network to support future growth.",Management says Amazon is continuing to invest in capacity for its fulfillment and transportation network.,2025,2025-12-31,verified,autochecker,"The claim is directional: Amazon said it was continuing to invest in capacity. The relevant Compustat proxy, quarterly capital expenditures, was positive in every post-call quarter: $25.019B, $32.183B, $35.095B, and $39.522B, for a 2025 post-call total of $131.819B. Since realised capex remained materially positive throughout the horizon, the direction matches the claim."
AMZN_20250206_354a0da0,"Amazon.com, Inc.",AMZN,2025-02-06,Q4 2024,capital_allocation,Andrew Jassy,I think that is reasonably representative of what you would expect in annualized CapEx rate in 2025.,Management expects Amazon's annualized 2025 CapEx rate to be reasonably represented by the fourth-quarter CapEx level.,2025,2025-12-31,partially_verified,autochecker,"Management implied the Q4 2024 CapEx level was reasonably representative of the annualized 2025 CapEx rate. Q4 2024 CapEx was $27.834B, which annualizes to $111.336B. Actual 2025 CapEx was $25.019B + $32.183B + $35.095B + $39.522B = $131.819B. That is about 18.4% above the Q4-2024 annualized run-rate, so the direction/high level was broadly close but the realised magnitude was outside the ~10% tolerance."
AMZN_20250206_32f01f9b,"Amazon.com, Inc.",AMZN,2025-02-06,Q4 2024,numerical_guidance,Brian Olsavsky,Net sales are expected to be between $151 billion and $155.5 billion.,Management expects Q1 net sales to be between $151 billion and $155.5 billion.,Q1,2025-03-31,verified,autochecker,"Q1 2025 net sales (saleq) were $155,667 million, i.e. $155.667 billion. Management guided to $151.0 billion to $155.5 billion. The realised value was just $0.167 billion above the high end of the range, a deviation of about 0.1%, well within a reasonable tolerance."
AMZN_20250206_2cd8a2dc,"Amazon.com, Inc.",AMZN,2025-02-06,Q4 2024,numerical_guidance,Brian Olsavsky,Q1 operating income is expected to be between $14 billion and $18 billion.,Management expects Q1 operating income to be between $14 billion and $18 billion.,Q1,2025-03-31,verified,autochecker,"Q1 2025 operating income after depreciation (oiadpq) was $18,713 million, or $18.713 billion. Management guided to $14 billion to $18 billion. The realised value was slightly above the top of the range by $0.713 billion, about 4.0% above the upper bound, which is within the reasonable tolerance for a magnitude guidance check."
AMZN_20250501_edac85f9,"Amazon.com, Inc.",AMZN,2025-05-01,Q1 2025,capital_allocation,Brian Olsavsky,we do have a lot of investment in infrastructure going on and planned for the second half of the year.,Management says Amazon has substantial infrastructure investment planned for the second half of the year.,the second half of the year,2025-12-31,verified,autochecker,"Management's claim was qualitative: substantial infrastructure investment in the second half of 2025. Using capex as the relevant Compustat proxy, Amazon recorded $35.095B of capex in 2025 Q3 and $39.522B in 2025 Q4, for a realised H2 2025 total of $74.617B. That is a very large level of investment and is also above the prior-year H2 2024 capex total of $50.454B, so the realised direction and scale are consistent with the claim."
AMZN_20250501_09e53429,"Amazon.com, Inc.",AMZN,2025-05-01,Q1 2025,numerical_guidance,Brian Olsavsky,Q2 net sales are expected to be between $159 billion and $164 billion.,Management expects Q2 net sales to be between $159 billion and $164 billion.,Q2,2025-06-30,verified,autochecker,"Compustat reports Q2 2025 net sales (saleq) of $167,702 million, i.e. $167.702 billion. Management guided to $159-$164 billion. The realised value was above the top of the range by $3.702 billion, about 2.3% above the upper bound, which is within a reasonable ~10% tolerance for magnitude guidance."
