claim_id,company,ticker,call_date,fiscal_period,claim_type,speaker_name,verbatim_quote,summary,horizon_raw,horizon_end_date,verdict,grader,reasoning
TSLA_20200129_d58c5cc2,"Tesla, Inc.",TSLA,,Q4 2019,,Elon Musk,"we will produce approximately 1,000x more cars in 2020 than we produced in 2010.","Management expects Tesla to produce approximately 1,000 times more cars in 2020 than it produced in 2010.",2020,2020-12-31,verified,agent,"The agent’s verdict is **not_yet_resolvable**, and the reasoning explains that 2010 production data is missing from the retrieved filings, so the claim cannot be tested. One evidence excerpt is provided from Tesla’s 2020 Form 10-K giving 2020 production. The schema is populated directly from this excerpt and its cited source, without alteration. Because the task is only to structurally extract what the agent already provided (not to re-evaluate the claim), the correct `verdict` field here mirrors the agent’s stated verdict: `not_yet_resolvable`. However, the JSON schema requires a value from the enum; the content above is structured accordingly with the single evidence item preserved verbatim."
TSLA_20200429_5b837e4c,"Tesla, Inc.",TSLA,,Q1 2020,,Elon Musk,It will certainly be within 3 months,Management says Tesla will announce its next Gigafactory within three months.,within 3 months,2020-07-29,not_yet_resolvable,agent,"The claim is that Tesla would *announce its next Gigafactory within three months* (by 2020‑07‑29). The searches over 10‑Q, 10‑K, and 8‑K filings in that horizon return discussions of existing factories (Nevada, Shanghai, Berlin, New York) and generic references to future manufacturing expansion, but no filing excerpted in the search results documents the specific announcement of a new Gigafactory within that three‑month window. Because the tools only surface that such a facility (e.g., Gigafactory Berlin or Texas) is expected or referenced in general, without a dated announcement tied to that period, there is no filing evidence in the retrieved results that clearly confirms or disproves that the announcement occurred within the promised timeframe. Under the instruction to rely solely on retrieved filings, the outcome of this claim therefore cannot yet be resolved."
TSLA_20200429_5bec32f8,"Tesla, Inc.",TSLA,,Q1 2020,,Elon Musk,"we're really looking forward to being, sometime next year, a truly global manufacturer with major factories in North America, China and Europe and a capacity of well over 1 million units a year.",Management expects Tesla to have annual production capacity of well over 1 million units sometime next year.,sometime next year,2021-12-31,verified,agent,"The agent explicitly labeled the claim as “verified” and supported it with multiple quoted excerpts from Tesla’s 10-K and 10-Q filings. These excerpts directly address 2021 production volumes, the geographic distribution and status of Tesla’s major factories (North America, China, Europe), and Tesla’s statements about ramping to installed capacity and bringing Berlin and Texas online in late 2021. All quoted evidence was preserved verbatim, and each citation was mapped to the schema with its associated form and accession number where provided. The combination of high actual production (930,422 vehicles), ongoing capacity expansion, and the global factory footprint within the relevant time horizon supports the verdict of “verified.”"
TSLA_20200722_32a14d8b,"Tesla, Inc.",TSLA,,Q2 2020,,Zachary Kirkhorn,preparing for the launch of 3 new factories over the next 1.5 years,Management is preparing to launch three new factories over the next 1.5 years.,over the next 1.5 years,2022-01-22,verified,agent,"The agent’s answer concludes that the claim is supported by SEC filings and labels the verdict as “verified.” The excerpts cited from Tesla’s 10-Qs and 10-K show management identifying three factories (Shanghai expansion, Berlin, Texas) as the near-term growth focus and documenting that Berlin and Texas reached build/equipment-testing by late 2021, within the 1.5-year horizon. No contradictory evidence is presented, so the structured verdict is “verified,” and all excerpts have been preserved verbatim as required."
TSLA_20200722_38cf12e4,"Tesla, Inc.",TSLA,,Q2 2020,,Elon Musk,"just think about the next 12 to 18 months, we'll have 3 new factories in place.",Management expects Tesla to have three new factories in place over the next 12 to 18 months.,next 12 to 18 months,2022-01-22,verified,agent,"The agent explicitly concludes the claim is verified and cites multiple Tesla SEC filings as evidence. The excerpts from the 2021 Form 10-K show Gigafactory Berlin and Gigafactory Texas listed as Model Y production locations in an “equipment test” phase by late 2021, while other filings describe the construction and ramp of Shanghai, Berlin, and Texas as the company’s core new factories. Together, these filings demonstrate that within roughly 12–18 months of the July 2020 call, Tesla had three gigafactory sites (Shanghai, Berlin, Texas) in place as part of its manufacturing footprint, aligning with the claim. Therefore, the appropriate structured verdict is “verified.”"
TSLA_20201021_1b635431,"Tesla, Inc.",TSLA,,Q3 2020,,Zachary Kirkhorn,"We're also aiming to achieve our original 2020 guidance of 500,000 deliveries","Management aims to achieve 500,000 deliveries in 2020.",2020,2020-12-31,partially_verified,agent,"The agent’s verdict is ""partially_verified"" and is supported by a single evidence excerpt from Tesla’s 2020 Form 10-K. The excerpt is preserved verbatim and clearly shows deliveries of 499,647 vehicles in 2020, which is slightly below the 500,000 target referenced in the reasoning. The schema fields have been populated directly from the provided citation string where possible (form, filing date, accession number). No new excerpts have been invented or altered."
TSLA_20210127_18a05b04,"Tesla, Inc.",TSLA,,Q4 2020,,Jerome Guillen,we have plans to open 46 in the first half of this year.,Management plans to open 46 service centers in the first half of the year.,the first half of this year,2021-06-30,not_yet_resolvable,agent,"I was unable to find any disclosure in the company’s 2021 10-Qs or 2020 10-K that states how many service centers were actually opened in the first half of 2021, nor any table or narrative summarizing new service center openings for that period. The retrieved filings discuss overall revenues, operations, factories, and infrastructure in general terms, but do not quantify service center openings or provide a count that can be compared to the “46 in the first half of this year” plan. Because no filing in the available search results directly reports or implies the realized number of service centers opened in H1 2021, the outcome of this specific claim cannot be determined from the SEC filings and must be marked as not_yet_resolvable."
TSLA_20210127_775dbe87,"Tesla, Inc.",TSLA,,Q4 2020,,Elon Musk,"I think this year, we may track to a fair bit above 50%, but we don't want to commit to that.",Management says growth this year may track a fair bit above 50%.,this year,2021-12-31,verified,agent,"The provided excerpts from Tesla’s 2021 Form 10-K explicitly state that 2021 total revenues were $53.82 billion (or $53,823 million) and that this represented a 71% increase over 2020 revenues of $31,536 million. The claim under evaluation was that 2021 growth “may track to a fair bit above 50%.” Since the actual reported growth was 71%, which is well above 50%, the evidence directly supports and exceeds the claim’s suggested magnitude. Therefore, the claim is verified based on the cited 10-K data."
TSLA_20210127_83b7deb7,"Tesla, Inc.",TSLA,,Q4 2020,,Elon Musk,the same again next year. It appears to be meaningfully above 50%.,Management says growth next year appears to be meaningfully above 50%.,next year,2022-12-31,verified,agent,"The agent concluded the claim was verified based on Tesla’s 2022 Form 10-K, which reports that total revenues increased from $31.536 billion in 2020 to $53.823 billion in 2021, a 71% year-over-year increase, i.e., meaningfully above 50%. Additional segment data (automotive & services and other) shows 73% growth, reinforcing that company performance exceeded the “above 50%” guidance for 2021 vs. 2020."
TSLA_20210127_982bc4b3,"Tesla, Inc.",TSLA,,Q4 2020,,Drew Baglino,to kick off manufacturing equipment and facility construction to support our 100 gigawatt hour 2022 goal.,Management plans to begin manufacturing equipment and facility construction to support a 100 gigawatt hour 2022 goal.,2022,2022-12-31,not_yet_resolvable,agent,"The agent's answer did not provide any verbatim evidence excerpts from filings, only high-level descriptions and metadata references. Per instructions, no excerpts may be invented or synthesized, so the `items` list must remain empty."
TSLA_20210127_99912859,"Tesla, Inc.",TSLA,,Q4 2020,,Elon Musk,we are installing capacity for -- in 2022 for 200 gigawatt hours a year,Management is installing capacity for 200 gigawatt hours per year in 2022.,2022,2022-12-31,not_yet_resolvable,agent,"The provided agent answer contains no explicit, structured evidence excerpts (e.g., citations with quoted text) that can be extracted into the required schema. Per the instructions, when the answer is malformed or contains no excerpts, an empty `items` list must be returned without inventing content."
TSLA_20210127_e0562e71,"Tesla, Inc.",TSLA,,Q4 2020,,Zachary Kirkhorn,"50%, of which we may materially exceed this in 2021",Management says 2021 volume growth may materially exceed 50%.,2021,2021-12-31,verified,agent,"The agent concludes that the claim is verified based on Tesla’s reported 2020 and 2021 vehicle production and delivery numbers. The excerpts show 2020 deliveries of 499,647 vehicles and 2021 deliveries of 936,222 vehicles. Using these figures, the growth in deliveries from 2020 to 2021 is approximately 87%, which exceeds 50% by a wide margin and supports the statement that 2021 volume growth may materially exceed 50%."
TSLA_20210726_509bbf61,"Tesla, Inc.",TSLA,,Q2 2021,,Elon Musk,"we feel confident of, let's say, at least a 50% growth year-over-year next year and maybe it's 100%","Management expects at least 50% year-over-year growth next year, with the possibility of 100% growth.",next year,2022-12-31,verified,agent,"The agent concluded that Tesla’s 2022 revenue of $81.46B versus $53.82B in 2021 (≈51% growth) met the guidance of “at least 50%” year-over-year growth for 2022, and that the mention of up to 100% was not a firm commitment. The provided 10-K excerpts directly support the 2021 and 2022 revenue figures and the computed growth rate, so the guidance is marked as verified."
TSLA_20211020_a99d45a7,"Tesla, Inc.",TSLA,,Q3 2021,,Zachary Kirkhorn,"As we look forward, we are clearly quite a bit ahead of the pacing required to achieve our target annual growth rate of 50% this year.",Management targets an annual growth rate of 50% for this year.,this year,2021-12-31,verified,agent,"The agent concludes the claim is verified because Tesla’s 2021 Form 10-K shows total revenue of $53,823 million in 2021 versus $31,536 million in 2020, a 71% year-over-year increase, which exceeds the targeted 50% annual growth rate."
TSLA_20211020_cd583716,"Tesla, Inc.",TSLA,,Q3 2021,,Drew Baglino,we are planning to triple it over the next 2 years.,Management plans to triple the Supercharger network over the next two years.,over the next 2 years,2023-12-31,not_yet_resolvable,agent,"The claim is that Tesla would triple its Supercharger network over the two years following the 2021-10-20 earnings call. To verify this, we would need filings that report the size of the Supercharger network (e.g., number of stations or connectors) around the call date and again by the end of the stated horizon (through roughly late 2023), so we could check whether it increased by ~3x. The searched 10-K and 10-Q filings discuss having a “growing” Supercharger network and plans or needs to expand it, but in the retrieved excerpts they do not disclose the actual number of Supercharger stations or connectors at relevant dates, nor any quantitative comparison to 2021 levels. Without numerical disclosures in the available excerpts, there is no filing-based evidence that the network was in fact tripled, partially increased toward that level, or failed to do so. Therefore, based solely on the filings returned by the searches, the outcome of this claim cannot yet be resolved."
TSLA_20220126_4bd4a829,"Tesla, Inc.",TSLA,,Q4 2021,,Elon Musk,"we do expect significant growth in 2022 over 2021, comfortably above 50% growth in 2022.",Management expects growth in 2022 to be comfortably above 50% versus 2021.,2022,2022-12-31,verified,agent,"The agent concluded that Tesla’s stated expectation of “significant growth in 2022 over 2021, comfortably above 50% growth in 2022” was met. The cited Form 10-K shows total revenue growth of 51% and automotive & services and other segment revenue growth of 52% from 2021 to 2022, both at or above 50%. Using a ±10% tolerance band for interpreting numeric guidance, these reported results align with management’s guidance, supporting a verified verdict."
TSLA_20220126_587e35fa,"Tesla, Inc.",TSLA,,Q4 2021,,Zachary Kirkhorn,"We continue to drive for vehicle volume growth at or above 50%, as Elon mentioned",Management is targeting vehicle volume growth of at least 50% in 2022.,2022,2022-12-31,contradicted,agent,"The agent concludes that Tesla’s 2022 vehicle deliveries (1,313,851) grew about 40.4% over 2021 deliveries (936,222), which is below the stated target of “at or above 50%” vehicle volume growth. Using Tesla’s own reported delivery figures, the numerical guidance implied by the claim was therefore not achieved, so the claim is contradicted by the evidence."
TSLA_20220126_9e2c6b89,"Tesla, Inc.",TSLA,,Q4 2021,,Elon Musk,"it will grow this year, for sure. It's just, if we simply were able to respond to demand, it might grow by like 200% or 300% or something as opposed to sort of 50% or so.","Management said the energy business will grow this year, with demand implying potential growth of 200% to 300% versus about 50% under constraints.",this year,2022-12-31,not_yet_resolvable,agent,"The agent's final answer contains inline citation markers (e.g., 【multi_tool_use.parallel‑0†L1-L7】) but does not provide any explicit evidence excerpts tagged with source metadata such as form type, filing date, or EDGAR URL. Since the task requires preserving all evidence excerpts verbatim and not inventing any missing metadata, and the answer does not supply the structured evidence fields needed, no structured EvidenceItem objects can be created. Therefore, the `items` list is returned empty, with the overall verdict taken from the agent's stated conclusion ('verified'). [auto: decisive verdict cited no evidence; downgraded to not_yet_resolvable]"
TSLA_20220420_9400b019,"Tesla, Inc.",TSLA,,Q1 2022,,Elon Musk,we remain confident of a 50% growth in vehicle production in 2022 versus '21.,Management remains confident Tesla will grow vehicle production by 50% in 2022 versus 2021.,2022,2022-12-31,partially_verified,agent,"The agent concludes the claim is only partially supported by Tesla’s 2022 Form 10-K. The filing confirms strong growth in vehicle production and deliveries in 2022, but when these figures are compared with 2021 levels (as implied by the 10-K’s year-over-year commentary), the growth rate falls short of the 50% target referenced in the claim. Because the direction of the claim (substantial growth) is correct but the magnitude (50%) is not met, the appropriate classification is ""partially_verified."""
TSLA_20220420_c911e6d6,"Tesla, Inc.",TSLA,,Q1 2022,,Elon Musk,So it seems likely that we'll be able to produce over 1.5 million cars this year.,Management believes Tesla is likely to produce over 1.5 million cars this year.,this year,2022-12-31,contradicted,agent,"The agent’s verdict is that the claim about Tesla producing over 1.5 million cars in 2022 is contradicted by the 2022 Form 10-K, which reports production of 1,369,611 consumer vehicles—below 1.5 million. The evidence excerpt is quoted verbatim from the filing, so it can be used directly. As the realized production is about 9% under 1.5 million, the claim is contradicted by the SEC filing, supporting the 'contradicted' verdict."
TSLA_20220420_ca031d2f,"Tesla, Inc.",TSLA,,Q1 2022,,Elon Musk,4680 output is not a risk to achieving 1.5 million vehicles produced this year,Management says 4680 output is not a risk to Tesla achieving 1.5 million vehicles produced this year.,this year,2022-12-31,contradicted,agent,"The agent’s answer concludes that the claim is contradicted because Tesla did not reach 1.5 million vehicles produced in 2022. The cited 10-K excerpt shows production of 1,369,611 vehicles, which is below 1.5 million, directly supporting that conclusion. The evidence is clearly tied to the claim, correctly quoted, and the reasoning aligns with the numerical shortfall, so the verdict is contradicted."
TSLA_20220720_0566011a,"Tesla, Inc.",TSLA,,Q2 2022,,Zachary Kirkhorn,we're still pushing to reach 50% growth this year.,Management is targeting 50% growth this year.,this year,2022-12-31,verified,agent,"The agent concludes that the claim is verified because Tesla’s 2022 Form 10-K shows total revenue of $81,462 million in 2022 versus $53,823 million in 2021, corresponding to a 51% year-over-year increase. This exceeds the claimed 50% growth target for 2022, matching both the magnitude (within the specified tolerance) and the full-year 2022 time horizon referenced in the claim."
TSLA_20220720_bfb9a678,"Tesla, Inc.",TSLA,,Q2 2022,,Elon Musk,"I think we've got a good chance of exiting this year at 40,000 vehicles a week.","Management says Tesla has a good chance of reaching 40,000 vehicles per week exiting the year.",exiting this year,2022-12-31,not_yet_resolvable,agent,"The available filings (Q2 2022 10-Q, Q3 2022 10-Q, and the 2022 10-K) report only total and year‑to‑date vehicle production and deliveries for 2022. They do not disclose Tesla’s *weekly* production or exit‑rate at year‑end 2022, nor do they provide enough detail (e.g., quarterly or December production that could be reliably converted into a weekly run‑rate) to determine whether Tesla was producing about 40,000 vehicles per week exiting 2022. Because no filing in the search results directly or indirectly states the year‑end weekly production rate, the outcome of this specific numerical guidance cannot be determined from the filings and must be graded as not_yet_resolvable."
TSLA_20220720_f94d5385,"Tesla, Inc.",TSLA,,Q2 2022,,Elon Musk,"I think a 40,000-car week is within reach by the end of this year.","Management says a 40,000-car week is within reach by the end of the year.",by the end of this year,2022-12-31,not_yet_resolvable,agent,"The agent’s final answer explicitly sets the verdict to not_yet_resolvable and cites two specific excerpts from Tesla’s SEC filings. Those excerpts are directly included as-is in the items array. No additional excerpts are invented or modified. The filings provide only aggregate production totals and no weekly production data, so they neither verify nor contradict the specific claim about a 40,000-car week, which matches the agent’s stated verdict."
TSLA_20221019_aa73a39d,"Tesla, Inc.",TSLA,,Q3 2022,,Zachary Kirkhorn,"On the delivery side, we do expect to be just under 50% growth due to an increase in the cars in transit at the end of the year, as noted, just above.",Management expects delivery growth this year to be just under 50%.,this year,2022-12-31,not_yet_resolvable,agent,"The agent’s answer contains no quoted excerpts from filings, so there is no evidence to extract into the schema. Per the instructions, when there are no excerpts, the items list must be empty."
TSLA_20221019_f8d83fa3,"Tesla, Inc.",TSLA,,Q3 2022,,Zachary Kirkhorn,"As we look ahead, our plans show that we're on track for the 50% annual growth in production this year",Management says Tesla is on track for 50% annual production growth this year.,this year,2022-12-31,verified,agent,"The agent’s final answer explicitly labels the claim as “verified” and supports it with numerical evidence from Tesla’s 2022 Form 10-K and related MD&A discussion. The excerpts show 2022 production of 1,369,611 vehicles and describe 2021 deliveries and production, which the agent uses to compute an implied growth rate in the high-40% range. The agent then compares this realized growth to the 50% guidance threshold and concludes it is close enough (within ~10%) to count as achieving the guidance under the stated grading standard. All evidence excerpts are preserved verbatim."
TSLA_20230125_a398bf43,"Tesla, Inc.",TSLA,,Q4 2022,,Elon Musk,we actually have the potential to do 2 million cars this year,Management says Tesla has the potential to produce 2 million cars this year.,this year,2023-12-31,partially_verified,agent,"The agent’s final answer explicitly classifies the claim as partially_verified and supports this with a single excerpt from Tesla’s 2023 Form 10-K, which reports production of 1,845,985 vehicles—below but reasonably close to 2 million. The schema fields are populated directly from the provided citation metadata and the quoted evidence is preserved verbatim."
TSLA_20230125_c876c167,"Tesla, Inc.",TSLA,,Q4 2022,,Zachary Kirkhorn,But we think on the order of $150 million to $250 million per quarter this year,Management expects advanced manufacturing production credits to contribute about $150 million to $250 million per quarter this year.,this year,2023-12-31,not_yet_resolvable,agent,"The claim is that advanced manufacturing production credits would contribute about $150–$250 million per quarter in 2023. The 2023 Forms 10-Q and 10-K discuss IRA-related manufacturing credits only qualitatively—as reductions in material costs or cost of sales—and do not disclose the dollar amount of such credits for any quarter or for the full year. None of the retrieved filings provides a numerical figure for advanced manufacturing production credits that can be compared with the $150–$250 million per quarter range, nor a clear per‑quarter breakdown. Because the specific magnitude of these credits cannot be determined from the available disclosures, the outcome of this numerical guidance cannot be assessed based on the filings, so the claim is not yet resolvable."
TSLA_20230419_1dc035ac,"Tesla, Inc.",TSLA,,Q1 2023,,Elon Musk,we feel comfortable with 1.8 million.,Management says it feels comfortable with 1.8 million vehicles this year.,this year,2023-12-31,contradicted,agent,"The agent’s final stated verdict is **contradicted**, even though the subsequent narrative text asserts the claim is verified. Following the instruction to extract the agent’s final answer, the controlling verdict is the explicitly labeled final one: “Verdict: contradicted.” The evidence item from the 10‑K is preserved verbatim."
TSLA_20230419_c59f1d27,"Tesla, Inc.",TSLA,,Q1 2023,,Drew Baglino,the second phase of CapEx coming up on towards the end of this year.,Management expects the second phase of CapEx for the Lathrop facility toward the end of the year.,towards the end of this year,2023-12-31,not_yet_resolvable,agent,"The claim is that there would be a 'second phase of CapEx' for the Lathrop facility toward the end of 2023. The subsequent 10-Q and 10-K filings reference an 'ongoing ramp' at the Lathrop Megafactory and discuss overall capital expenditure trends, but they do not identify or time-stamp a distinct 'second phase' of capital expenditures at Lathrop, nor do they specify that a new capex phase began toward the end of 2023. Without an explicit disclosure tying a discrete second-phase capex program at Lathrop to late 2023, the realization of this specific timing claim cannot be confirmed or disproven based on the retrieved filings. Therefore, the outcome of the claim is not yet resolvable from the available evidence."
TSLA_20230419_e904453a,"Tesla, Inc.",TSLA,,Q1 2023,,Elon Musk,"if things go well, we've got a shot at 2 million vehicles this year.",Management says Tesla has an upside case to produce 2 million vehicles this year if things go well.,this year,2023-12-31,contradicted,agent,"The agent’s final answer concludes that the claim (that Tesla had an upside case of producing 2 million vehicles in 2023 and that this specific upside scenario occurred) is contradicted. The cited 2023 Form 10-K shows actual production of 1,845,985 vehicles, which is below 2 million. While this is within roughly 10% of 2 million, the agent interprets the claim as about achieving the specific upside target of 2 million units, which did not happen according to the filing. Therefore, the evidence from the 10-K contradicts the realization of that specific 2 million production scenario."
TSLA_20230419_ed13b7b2,"Tesla, Inc.",TSLA,,Q1 2023,,Drew Baglino,our Corpus Christi Lithium refinery breaks ground this May.,Management plans for the Corpus Christi Lithium refinery to break ground in May.,this May,2023-05-31,not_yet_resolvable,agent,"The follow-up searches for any mention of a Corpus Christi lithium refinery, including its location and construction status, yielded no substantive references in Tesla’s 10-Q, 10-K, or 8-K filings within the relevant window—only generic capex and liquidity language. There is also no filing explicitly stating that the refinery did *not* break ground. Because the SEC filings retrieved neither confirm nor contradict that the Corpus Christi lithium refinery broke ground in May 2023, the outcome of this specific claim cannot be determined based on available evidence."
TSLA_20230719_5aa48b0c,"Tesla, Inc.",TSLA,,Q2 2023,,Elon Musk,"through the end of next year, it's well over $1 billion in Dojo.",Management expects Dojo spending to be well over $1 billion through the end of next year.,through the end of next year,2024-12-31,not_yet_resolvable,agent,"The agent concluded that, although Tesla’s SEC filings provide aggregate figures for capital expenditures, AI infrastructure PP&E, and AI-related R&D, they do not disclose any Dojo-specific spending amounts or confirm that Dojo investments were “well over $1 billion” by the end of 2024. The available evidence only supports large, aggregate AI-related investments and therefore cannot directly confirm or contradict the specific Dojo spending claim, leading to a not_yet_resolvable verdict."
TSLA_20230719_61b47d02,"Tesla, Inc.",TSLA,,Q2 2023,,Zachary Kirkhorn,"we expect these to be, for the course of this year, in the range of $150 million to $250 million per quarter.",Management expects IRA manufacturing incentives to be $150 million to $250 million per quarter for this year.,for the course of this year,2023-12-31,not_yet_resolvable,agent,"The claim is that IRA manufacturing incentives would be $150–250 million per quarter in 2023. The subsequent 10‑Q and 10‑K filings acknowledge that IRA-related incentives and manufacturing credits positively impacted costs and reduced material costs in 2023, but they do not quantify these IRA manufacturing credits or incentives by dollar amount or by quarter. No table or disclosure breaks out IRA incentives in a way that allows checking whether they were within the $150–250 million per quarter range. Since the filings only describe directional impact without providing the necessary numerical amounts, there is not enough evidence to verify, partially verify, or contradict the specific quantitative guidance. Therefore, based solely on the filings retrieved, the outcome of this numerical guidance is not yet resolvable."
TSLA_20230719_6f058474,"Tesla, Inc.",TSLA,,Q2 2023,,Elon Musk,we think we may reach in-house neural net training capability of 100 [ exoblocks ] by the end of next year.,Management expects Tesla may reach in-house neural net training capability of 100 exoblocks by the end of next year.,by the end of next year,2024-12-31,not_yet_resolvable,agent,"The claim is that Tesla expected to reach in-house neural net training capability of 100 exoblocks by the end of 2024. To verify this, we would need filings that quantify actual AI training capacity (e.g., exaflops, exoblocks, or other clearly comparable units) around or after 2024 year-end. Across the 2024 Form 10-K and 2024 Form 10-Qs, and the 2025 Form 10-K, Tesla discusses its AI efforts and mentions deployment of the Cortex training cluster but never discloses a numerical training-capacity figure. Without any quantitative metric in the filings, there is no SEC-reported evidence that the 100-exoblock target was achieved, partially achieved, or missed. As a result, the outcome of this specific numerical guidance cannot be determined from available filings."
