companyid,companyname,keydevid,transcriptid,headline,mostimportantdateutc,transcriptcomponentid,componentorder,transcriptcomponenttypename,transcriptpersonname,speaker_company,speakertypename,componenttext
26642.0,The Coca-Cola Company,546938944.0,1394131.0,"The Coca-Cola Company, Q4 2017 Earnings Call, Feb 16, 2018",2018-02-16,55637904,10,Question,William Chappell,,Analysts,"Can you talk a little bit more about North America? I mean, since you have and continue to look like you will outperform your competitors, there's been, at least in the scanner data, more pricing promotional pressure. I mean, is that a risk? Or are you seeing any real change in terms of more aggressive pricing to try to win back some share?"
26642.0,The Coca-Cola Company,546938944.0,1394131.0,"The Coca-Cola Company, Q4 2017 Earnings Call, Feb 16, 2018",2018-02-16,55637905,11,Answer,James Quincey,,Executives,"Look, I think, a couple of things. Firstly, we're very happy with our strategy in the U.S. We've been executing it for a good number of years. The team in North America, CCR as it was and now many parts that transferred to bottlers, have been executing a great plan and winning in the marketplace and driving top-tier revenue growth. We've always said that it won't necessarily be a straight line in terms of pricing. However, I don't think the wheels have come off pricing in any shape or form. I think it's a question of comparisons. If you look at the 2-year run rates, you start to see much less noise than you do when you look at just the prior year, and that includes our sales where we're lapping a very strong price/mix through 2016, the fourth quarter of 2016. So I think, it is -- it appears to be more action than it actually is. We think that our focus on driving value for our customers, and ideally, helping beverages grow faster than their average business is what's creating the environment where there's a lot of value creation for everyone, and I think that strategy continues, and I think it's being successful and we're continuing to drive forward. So I think -- while it's not going to be always a straight line, I think it's still good."
26642.0,The Coca-Cola Company,546938944.0,1394131.0,"The Coca-Cola Company, Q4 2017 Earnings Call, Feb 16, 2018",2018-02-16,55637906,12,Question and Answer Operator Message,Operator,,Operator,Our next question is from Ali Dibadj with Bernstein.
26642.0,The Coca-Cola Company,546938944.0,1394131.0,"The Coca-Cola Company, Q4 2017 Earnings Call, Feb 16, 2018",2018-02-16,55637907,13,Question,Ali Dibadj,,Analysts,"Wanted to go back to the top line organic sales growth, the 4% you mentioned for 2018. Back in November, [indiscernible] said 4 to 6 long term. I guess, do you [indiscernible] 3 to 5 longer term? And if not, how do you build up to the 4 to 6 longer term in terms of price/mix volume? And also even the 4% for 2018, how do you build up the price/mix in volume? And then a subquestion on that, hoping you'll take 2 questions, but subquestion to that is you mentioned that changes in compensation metrics, can you talk about how that ties to that 4 to 6 or 4% for 2018 from a top line growth perspective?"
26642.0,The Coca-Cola Company,546938944.0,1394131.0,"The Coca-Cola Company, Q4 2017 Earnings Call, Feb 16, 2018",2018-02-16,55637908,14,Answer,James Quincey,,Executives,"Okay. Well, I do appreciate that you're all trying to talk me down from the revenue guidance. But let me lay it out. I mean, the 4 to 6, a couple of points. Firstly, we always said we were looking for a balance of price and volume. So in the long run, to get to our 4 to 6, we know that, that's going to be a mix of price and volume and some degree of balance. Clearly, what we've not had enough of in the short term is volume. Although it's worth saying, as a consequence of our focus on small packages, transactions are growing a whole point faster than volume. So we see that strategy is driving us to the right place, but over a long term, we would expect to see some degree of volume growth necessary to be comfortably in our range of 4 to 6. And no, I don't regret not taking it down to 3 to 5. And so that's what needs to happen, and it's not something that needs to happen tomorrow morning, but over time, yes, we'll need volume growth to balance out the pricing. And I think that's what we aim to do. Now in terms of getting there, I would refer back to some of the material at the Investment Day, and we'll talk about it again at CAGNY on Tuesday. Clearly, what needs to happen to get comfortably to the 4 to 6, and 2018 will be a step on that journey, which is why we're calling out 4, which is the lower end of the range because we know kind of those staying on [indiscernible], we know we need to do some more things on the portfolio. We are really driving the expansion across the clusters. I mean, in the fourth quarter, our revenue growth was about half -- our initiatives were about half coming out of sparkling and half coming out of the other categories. So we're starting to see more of the portfolio, more of the weight to driving growth. And we know that we needed to continue with our revenue strategies, particularly around smaller packages, referenced my previous comments on transaction, but also improving macros. I mean, the emerging markets need to come back. I called it out in the script. The good news is Brazil's gone from being a major headwind. Actually, it was broadly flat in the fourth quarter. Over time, that market will come back, and so will some of the other markets that have suffered. But it'll take time. And so I think it's the right journey. We know what we need to do. We know what macro environments need to improve. We can see in the long term to the 4 to 6, and we've got back into the range for 2018, and I think it's a solid estimate for 2018. Of course, the world could be volatile and uncertain, but I think it's a good estimate. I reference you back to '17. We made a realistic assessment of what we thought would happen in '17. We called it, and we basically hit at or slightly beat it in '17, taking actions we needed to take. And I think we got a strong plan in  '18, and it's robust."
26642.0,The Coca-Cola Company,546938944.0,1394131.0,"The Coca-Cola Company, Q4 2017 Earnings Call, Feb 16, 2018",2018-02-16,55637909,15,Question and Answer Operator Message,Operator,,Operator,Our next question is from Bonnie Herzog with Wells Fargo.
26642.0,The Coca-Cola Company,546938944.0,1394131.0,"The Coca-Cola Company, Q4 2017 Earnings Call, Feb 16, 2018",2018-02-16,55637910,16,Question,Bonnie Herzog,,Analysts,"I have a question on margins. Very impressive growth during the quarter. So wonder if you guys could drill down a little bit and quantify the different drivers of this, especially how much your refranchising contributed versus some of your other productivity efforts. And then separately, could you walk through how much of a contributor productivity will be to your structurally adjusted operating income growth of 8% to 9% in 2018?"
26642.0,The Coca-Cola Company,546938944.0,1394131.0,"The Coca-Cola Company, Q4 2017 Earnings Call, Feb 16, 2018",2018-02-16,55637911,17,Answer,Kathy Waller,,Executives,"Sure, Bonnie. Good morning. So if I were to, first of all, disaggregate the gross margin expansion, the majority of that increase is, in 2017, was from the structural change and from pricing. Gross margins are under some pressure from various businesses, but we also -- and we also take a slight headwind from currency and some incremental costs from the hurricanes from last year. Having said that, however, then pivoting over to the operating margins in the fourth quarter, the margins expanded over 500 basis points. So we delivered very strong comparable margin expansion, and the primary driver of that again being the refranchising, and again offset by some of those costs and a donation that was made by corporate. So the majority of what you're seeing is driven by the refranchising, but at the operating margin level, a significant portion of that is being driven by the productivity initiatives, particularly the Lean Center initiative. In 2018, the margin expansion will again be -- gross margins will continue to be under pressure as we are moving to other categories. However, we will offset that with the productivity, particularly Lean price initiatives, and there will be, again, more expansion due to the refranchising."
26642.0,The Coca-Cola Company,546938944.0,1394131.0,"The Coca-Cola Company, Q4 2017 Earnings Call, Feb 16, 2018",2018-02-16,55637912,18,Question and Answer Operator Message,Operator,,Operator,Our next question is from Nik Modi with RBC Capital Markets.
26642.0,The Coca-Cola Company,546938944.0,1394131.0,"The Coca-Cola Company, Q4 2017 Earnings Call, Feb 16, 2018",2018-02-16,55637913,19,Question,Unknown Analyst,,Analysts,"So the question I have is on costs, kind of following up on the last question. How much of what you've identified is really just kind of corporate versus what's going on in the region? So I'm just trying to get an understanding of how much have you explored in all of the regions in terms of what you could possibly do in terms of a cost out perspective?"
26642.0,The Coca-Cola Company,546938944.0,1394131.0,"The Coca-Cola Company, Q4 2017 Earnings Call, Feb 16, 2018",2018-02-16,55637914,20,Answer,James Quincey,,Executives,"Nik, James here. We've been exploring what can be done in corporate and across the whole enterprise, including the field. We've been building this more as a culture than an event or a series of events. I think we made a lot of progress over the last number of years, going back to the start of several of these programs. So I think we have a clear line of sight to all the productivity initiatives we need to hit the targets we previously laid out. So there are no stones that are unturned. We are not necessarily can address everything at the same time. Some things depend on systems being put in place, and you can't get everything done in the same day. Having said that, I'll repeat myself, we have clear line of sight to what we need to drive the productivity that's embedded in the margin expansion because ultimately, we're driving productivity, but we're also reinvesting, we're also covering some inflation. So all of that is netted into the margin expansion that we're driving."
26642.0,The Coca-Cola Company,546938944.0,1394131.0,"The Coca-Cola Company, Q4 2017 Earnings Call, Feb 16, 2018",2018-02-16,55637915,21,Question and Answer Operator Message,Operator,,Operator,Our next question is from Laurent Grandet from Crédit Suisse.
26642.0,The Coca-Cola Company,546938944.0,1394131.0,"The Coca-Cola Company, Q4 2017 Earnings Call, Feb 16, 2018",2018-02-16,55637916,22,Question,Laurent Grandet,,Analysts,"I'd like to -- I mean, again on this what seems to be, I mean, with profit guidance for this year. When we did the math, so any [indiscernible] we suggest that your pricing profit and EPS growth guidance is weaker than expected. So you said EPS would grow 8% to 10% from fiscal year '17 base of 1 91, which, as we understand, it includes the benefit of the tax reform. So as tax will decline to 21%, that's roughly a 7-point benefit to EPS by your math."
26642.0,The Coca-Cola Company,546938944.0,1394131.0,"The Coca-Cola Company, Q4 2017 Earnings Call, Feb 16, 2018",2018-02-16,55637917,23,Answer,James Quincey,,Executives,No.
26642.0,The Coca-Cola Company,546938944.0,1394131.0,"The Coca-Cola Company, Q4 2017 Earnings Call, Feb 16, 2018",2018-02-16,55637918,24,Question,Laurent Grandet,,Analysts,"No? So I mean, I'm just asking -- I mean, did I miss something here? Or I need some clarification on this because..."
26642.0,The Coca-Cola Company,546938944.0,1394131.0,"The Coca-Cola Company, Q4 2017 Earnings Call, Feb 16, 2018",2018-02-16,55637919,25,Answer,James Quincey,,Executives,"Yes. So our tax rate in 2017 was 24%. We are estimating, and our underlying -- cautionary comments on it's not a fixed rate, so it could vary and particularly vary between quarters going down to 21. So our year-to-year change in tax rate is 3 points, which, when you take it on the 76% of the [indiscernible] we're keeping, is a 4 percentage point headwind. So you -- if you want to look at it that way, you can take 4 points off the EPS growth due to the tax changes. However, I would also point out that we have called out comparable EPS, so that includes the fact we're selling some of our bottling businesses, which is worth 2 points of growth. So you can net those 2 together. So actually, I think it's a pretty strong number off of 4% revenue growth in an environment where interest rates are increasing."
26642.0,The Coca-Cola Company,546938944.0,1394131.0,"The Coca-Cola Company, Q4 2017 Earnings Call, Feb 16, 2018",2018-02-16,55637920,26,Question and Answer Operator Message,Operator,,Operator,Our next question is from Judy Hong from Goldman Sachs.
26642.0,The Coca-Cola Company,546938944.0,1394131.0,"The Coca-Cola Company, Q4 2017 Earnings Call, Feb 16, 2018",2018-02-16,55637921,27,Question,Judy Hong,,Analysts,"So on Latin America, one, just in terms of the price/mix improvement in the fourth quarter, it was quite strong. So I just wanted to get a little bit more color there. And I know you touched on this, James, a little bit earlier about Brazil getting better, but wanted to just get a little bit more color just in terms of some of the initiatives that you had in place in the price/pack architecture initiatives. How far along are you in that market? In contrast, Mexico softened a bit in the fourth quarter, so just trying to get a better sense of the outlook and that markets within that region."
