claim_id,ticker,call_date,horizon_end_date,claim_type,is_compustat_relevant,assertion_kind,candidate_fields,skipped_reason,verdict,n_citations,model,mode
AMZN_20250731_ca7bbfda,AMZN,2025-07-31,2025-09-30,numerical_guidance,True,magnitude,saleq;revtq,,verified,1,gpt-4o-mini,verdict
AMZN_20250731_351ca862,AMZN,2025-07-31,2025-09-30,numerical_guidance,True,magnitude,oibdpq,,verified,1,gpt-4o-mini,verdict
AMZN_20251030_c407c3c4,AMZN,2025-10-30,2027-12-31,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
AMZN_20251030_33d05962,AMZN,2025-10-30,2025-12-31,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
AMZN_20251030_28c079c6,AMZN,2025-10-30,2025-12-31,capital_allocation,True,magnitude,capx_q,,contradicted,1,gpt-4o-mini,verdict
AMZN_20251030_f0c618b1,AMZN,2025-10-30,2026-12-31,capital_allocation,True,direction,capx_q,,verified,2,gpt-4o-mini,verdict
AMZN_20251030_c4cd862c,AMZN,2025-10-30,2027-12-31,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
AMZN_20251030_1f56bf0b,AMZN,2025-10-30,2025-12-31,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
AMZN_20251030_0445e295,AMZN,2025-10-30,2026-12-31,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
AMZN_20251030_c5782d8b,AMZN,2025-10-30,2025-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
AMZN_20260205_36ae625c,AMZN,2026-02-05,2026-12-31,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
AMZN_20260205_5871e84a,AMZN,2026-02-05,2026-12-31,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
AMZN_20260205_db0c5bdc,AMZN,2026-02-05,2026-03-31,numerical_guidance,True,magnitude,saleq;revtq,,verified,1,gpt-4o-mini,verdict
AMZN_20260205_93661c9a,AMZN,2026-02-05,2026-03-31,numerical_guidance,True,magnitude,saleq;revtq,,verified,2,gpt-4o-mini,verdict
AMZN_20260205_0dca2c54,AMZN,2026-02-05,2026-03-31,numerical_guidance,True,magnitude,oibdpq,,contradicted,1,gpt-4o-mini,verdict
AMZN_20260205_820e2644,AMZN,2026-02-05,2026-12-31,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
AMZN_20260429_cf8632d0,AMZN,2026-04-29,2026-12-31,capital_allocation,True,both,capx_q,empty_panel,,0,gpt-4o-mini,verdict
AMZN_20260429_b6cca4b7,AMZN,2026-04-29,2026-12-31,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
AMZN_20260429_b50f513b,AMZN,2026-04-29,2027-03-31,capital_allocation,True,magnitude,capx_q,empty_panel,,0,gpt-4o-mini,verdict
AMZN_20260429_9e8ea946,AMZN,2026-04-29,2026-06-30,numerical_guidance,True,magnitude,saleq;revtq,empty_panel,,0,gpt-4o-mini,verdict
AMZN_20260429_7703118b,AMZN,2026-04-29,2026-06-30,numerical_guidance,True,magnitude,oibdpq,empty_panel,,0,gpt-4o-mini,verdict
AMZN_20260429_b017003b,AMZN,2026-04-29,2026-12-31,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
AMZN_20260429_dfec573c,AMZN,2026-04-29,2027-12-31,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
AMZN_20260429_aca2e170,AMZN,2026-04-29,2026-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
AMZN_20260429_97a32bc8,AMZN,2026-04-29,2027-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
KO_20200130_2a0a16ba,KO,2020-01-30,2020-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
KO_20200130_17137d4f,KO,2020-01-30,2023-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
KO_20200130_86a4e5ec,KO,2020-01-30,2020-12-31,numerical_guidance,True,magnitude,epspxq,,contradicted,2,gpt-4o-mini,verdict
KO_20200130_424ed141,KO,2020-01-30,2020-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
KO_20200130_0052723e,KO,2020-01-30,2020-12-31,numerical_guidance,True,magnitude,saleq;oibdpq,,partially_verified,2,gpt-4o-mini,verdict
KO_20200130_32bdc192,KO,2020-01-30,2020-12-31,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
KO_20200421_a032685c,KO,2020-04-21,2020-06-30,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
KO_20200421_26421c63,KO,2020-04-21,2020-12-31,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
KO_20200421_4416f40a,KO,2020-04-21,2020-12-31,numerical_guidance,True,magnitude,txtq,,verified,1,gpt-4o-mini,verdict
KO_20200421_b0ce99bd,KO,2020-04-21,2020-09-30,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
KO_20200421_e5e3aa2f,KO,2020-04-21,2021-12-31,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
KO_20201022_7692d967,KO,2020-10-22,2020-12-31,numerical_guidance,True,magnitude,revtq;oibdpq,,verified,2,gpt-4o-mini,verdict
KO_20210210_bfc276a0,KO,2021-02-10,2021-12-31,numerical_guidance,True,both,revtq;epsfxq,,partially_verified,2,gpt-4o-mini,verdict
KO_20210210_a2625b7a,KO,2021-02-10,2021-12-31,capital_allocation,True,magnitude,capx_q,,verified,1,gpt-4o-mini,verdict
KO_20210419_b3c3954c,KO,2021-04-19,2021-12-31,numerical_guidance,True,both,revtq;epsfxq,,verified,6,gpt-4o-mini,verdict
KO_20210419_07932ccc,KO,2021-04-19,2021-12-31,numerical_guidance,True,magnitude,txtq,,not_yet_resolvable,1,gpt-4o-mini,verdict
KO_20210721_4360fed1,KO,2021-07-21,2021-12-31,numerical_guidance,True,magnitude,saleq;revtq,,verified,2,gpt-4o-mini,verdict
KO_20210721_59cc5522,KO,2021-07-21,2021-12-31,numerical_guidance,True,magnitude,epsfxq,,partially_verified,2,gpt-4o-mini,verdict
KO_20210721_a3dedc41,KO,2021-07-21,2021-12-31,numerical_guidance,True,both,revtq;epsfxq,,partially_verified,4,gpt-4o-mini,verdict
KO_20210721_01c493d2,KO,2021-07-21,2021-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
KO_20210721_9a71a8aa,KO,2021-07-21,2021-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
KO_20210721_cb96eac2,KO,2021-07-21,2021-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
KO_20210721_189ff86f,KO,2021-07-21,2021-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
KO_20210721_f33a8842,KO,2021-07-21,2021-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
KO_20211027_fe54e572,KO,2021-10-27,2021-12-31,numerical_guidance,True,magnitude,saleq;revtq,,verified,2,gpt-4o-mini,verdict
KO_20211027_ffc1deb3,KO,2021-10-27,2021-12-31,numerical_guidance,True,magnitude,epspxq;epsfxq,,verified,2,gpt-4o-mini,verdict
KO_20211027_41971612,KO,2021-10-27,2021-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
KO_20211027_35832534,KO,2021-10-27,2021-12-31,numerical_guidance,True,both,revtq;epsfxq,,verified,2,gpt-4o-mini,verdict
KO_20211027_69a9fb63,KO,2021-10-27,2022-12-31,numerical_guidance,True,magnitude,revtq,,verified,2,gpt-4o-mini,verdict
KO_20211027_5491d8d4,KO,2021-10-27,2022-12-31,numerical_guidance,True,direction,niq,,contradicted,2,gpt-4o-mini,verdict
KO_20220210_6b298e76,KO,2022-02-10,2022-12-31,numerical_guidance,True,magnitude,epspxq,,contradicted,2,gpt-4o-mini,verdict
KO_20220210_be438466,KO,2022-02-10,2022-12-31,numerical_guidance,True,magnitude,revtq,,verified,2,gpt-4o-mini,verdict
KO_20220210_d06a65d6,KO,2022-02-10,2022-12-31,numerical_guidance,True,magnitude,epsfxq,,contradicted,2,gpt-4o-mini,verdict
KO_20220210_2a9aa87e,KO,2022-02-10,2022-12-31,numerical_guidance,True,magnitude,txtq,,partially_verified,2,gpt-4o-mini,verdict
KO_20220210_c18595d1,KO,2022-02-10,2022-12-31,numerical_guidance,True,magnitude,oancf_q;capx_q,,contradicted,2,gpt-4o-mini,verdict
KO_20220210_8c0c345c,KO,2022-02-10,2022-12-31,capital_allocation,True,magnitude,capx_q,,verified,1,gpt-4o-mini,verdict
KO_20220425_9fc2a1b1,KO,2022-04-25,2022-12-31,numerical_guidance,True,magnitude,saleq;revtq,,verified,4,gpt-4o-mini,verdict
KO_20220425_e2caf0c5,KO,2022-04-25,2022-12-31,numerical_guidance,True,direction,epspxq,,contradicted,3,gpt-4o-mini,verdict
KO_20220425_61d916bd,KO,2022-04-25,2022-12-31,numerical_guidance,True,magnitude,revtq,,partially_verified,3,gpt-4o-mini,verdict
KO_20220425_d289de86,KO,2022-04-25,2022-12-31,numerical_guidance,True,magnitude,epsfxq,,partially_verified,3,gpt-4o-mini,verdict
KO_20220425_3151ee72,KO,2022-04-25,2022-12-31,numerical_guidance,True,magnitude,txtq,,verified,1,gpt-4o-mini,verdict
KO_20220425_0cf3bf10,KO,2022-04-25,2022-12-31,numerical_guidance,True,magnitude,oancf_q;capx_q,,contradicted,2,gpt-4o-mini,verdict
KO_20220425_3f6974f7,KO,2022-04-25,2022-12-31,capital_allocation,True,magnitude,dv_q,,verified,2,gpt-4o-mini,verdict
KO_20220425_017c811d,KO,2022-04-25,2022-12-31,capital_allocation,True,magnitude,prstkc_q;sstk_q,,contradicted,3,gpt-4o-mini,verdict
KO_20220425_531fd1c4,KO,2022-04-25,2022-12-31,capital_allocation,True,magnitude,capx_q,,verified,3,gpt-4o-mini,verdict
KO_20220726_9fc11104,KO,2022-07-26,2022-12-31,numerical_guidance,True,magnitude,saleq;revtq;epspxq;epsfxq,,verified,3,gpt-4o-mini,verdict
KO_20220726_1b50c14b,KO,2022-07-26,2022-12-31,numerical_guidance,True,magnitude,epspxq,,contradicted,2,gpt-4o-mini,verdict
KO_20220726_2e2f794f,KO,2022-07-26,2022-12-31,numerical_guidance,True,magnitude,revtq,,verified,2,gpt-4o-mini,verdict
KO_20220726_9d2ea989,KO,2022-07-26,2022-12-31,numerical_guidance,True,magnitude,epsfxq,,partially_verified,2,gpt-4o-mini,verdict
KO_20220726_a94a8351,KO,2022-07-26,2022-12-31,numerical_guidance,True,magnitude,txtq,,verified,1,gpt-4o-mini,verdict
KO_20220726_92f0bc1b,KO,2022-07-26,2022-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
KO_20220726_5fa5a388,KO,2022-07-26,2022-12-31,capital_allocation,True,magnitude,capx_q,,verified,2,gpt-4o-mini,verdict
KO_20221025_50e72d81,KO,2022-10-25,2022-12-31,numerical_guidance,True,magnitude,saleq;revtq,,contradicted,2,gpt-4o-mini,verdict
KO_20221025_7ce7a20f,KO,2022-10-25,2022-12-31,numerical_guidance,True,magnitude,epsfxq,,contradicted,1,gpt-4o-mini,verdict
KO_20221025_338df5c2,KO,2022-10-25,2022-12-31,numerical_guidance,True,magnitude,revtq,,contradicted,1,gpt-4o-mini,verdict
KO_20221025_eb3d9164,KO,2022-10-25,2022-12-31,numerical_guidance,True,magnitude,epsfxq,,contradicted,1,gpt-4o-mini,verdict
KO_20221025_6c88b2cb,KO,2022-10-25,2022-12-31,numerical_guidance,True,magnitude,txtq,,insufficient_data,1,gpt-4o-mini,verdict
KO_20221025_44996a2f,KO,2022-10-25,2022-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
KO_20221025_f5844d13,KO,2022-10-25,2023-12-31,numerical_guidance,True,magnitude,txtq,,partially_verified,1,gpt-4o-mini,verdict
KO_20221025_cd379a6e,KO,2022-10-25,2023-12-31,numerical_guidance,True,magnitude,revtq,,verified,2,gpt-4o-mini,verdict
KO_20221025_37ec5be4,KO,2022-10-25,2023-12-31,numerical_guidance,True,magnitude,epsfxq,,partially_verified,5,gpt-4o-mini,verdict
KO_20221025_6d66baa5,KO,2022-10-25,2022-12-31,capital_allocation,True,magnitude,capx_q,,contradicted,1,gpt-4o-mini,verdict
KO_20230214_3caaac9b,KO,2023-02-14,2023-12-31,numerical_guidance,True,magnitude,saleq;revtq,,partially_verified,5,gpt-4o-mini,verdict
KO_20230214_d394d097,KO,2023-02-14,2023-12-31,numerical_guidance,True,magnitude,epspxq,,partially_verified,5,gpt-4o-mini,verdict
KO_20230214_9ae4c935,KO,2023-02-14,2023-12-31,numerical_guidance,True,magnitude,revtq,,not_yet_resolvable,4,gpt-4o-mini,verdict
KO_20230214_ec22be12,KO,2023-02-14,2023-12-31,numerical_guidance,True,magnitude,epsfxq,,partially_verified,4,gpt-4o-mini,verdict
KO_20230214_c0af9f84,KO,2023-02-14,2023-12-31,numerical_guidance,True,magnitude,txtq,,not_yet_resolvable,1,gpt-4o-mini,verdict
KO_20230214_2e146881,KO,2023-02-14,2023-12-31,numerical_guidance,True,magnitude,epspxq,,partially_verified,4,gpt-4o-mini,verdict
KO_20230214_5e5a62f4,KO,2023-02-14,2023-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
KO_20230214_ea6ad32c,KO,2023-02-14,2023-12-31,capital_allocation,True,magnitude,capx_q;oancf_q,,contradicted,2,gpt-4o-mini,verdict
KO_20230214_35b6ec21,KO,2023-02-14,2023-12-31,numerical_guidance,True,magnitude,oancf_q,,contradicted,4,gpt-4o-mini,verdict
KO_20230214_225f0259,KO,2023-02-14,2023-12-31,numerical_guidance,True,magnitude,oancf_q,,contradicted,2,gpt-4o-mini,verdict
KO_20230214_bc3526f3,KO,2023-02-14,2023-12-31,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
KO_20230424_255b9c5d,KO,2023-04-24,2023-12-31,numerical_guidance,True,magnitude,revtq,,verified,4,gpt-4o-mini,verdict
KO_20230424_dd036928,KO,2023-04-24,2023-12-31,numerical_guidance,True,magnitude,epsfxq,,partially_verified,3,gpt-4o-mini,verdict
KO_20230424_3a253d24,KO,2023-04-24,2023-12-31,numerical_guidance,True,magnitude,txtq,,not_yet_resolvable,3,gpt-4o-mini,verdict
KO_20230424_c17702a3,KO,2023-04-24,2023-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
